command,mean,stddev,median,user,system,min,max,parameter
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_1_Linear_1.fst,1.2574178850349997,0.06653970796471834,1.242526002735,1.1588158149999999,0.07103924,1.216282814735,1.441297723735,1
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_2_Linear_1.fst,1.264758872435,0.021973471668851732,1.2650163012350002,1.1828631149999997,0.07032893999999999,1.236645308735,1.299150448735,2
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_3_Linear_1.fst,1.252098474235,0.02689353843917361,1.246256349235,1.176307515,0.06605594,1.2261090027350001,1.309577026735,3
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_4_Linear_1.fst,1.2486362049350004,0.03142995408038488,1.2379268997350001,1.1743852149999998,0.06702244,1.231674631735,1.335752703735,4
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_5_Linear_1.fst,1.2560332950350002,0.013230202671225672,1.255177686735,1.182704315,0.06660864,1.2382143247350001,1.284837350735,5
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_6_Linear_1.fst,1.2623911031350001,0.01426053686800312,1.2601599592350001,1.1885546149999997,0.06725524000000001,1.246007042735,1.294482822735,6
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_7_Linear_1.fst,1.2619350119350001,0.015476717432954352,1.255667772735,1.1897653149999996,0.06625574,1.2464756457350001,1.2978456467350001,7
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_8_Linear_1.fst,1.2896332956349998,0.015069252634878539,1.288825252735,1.212801515,0.06776694000000001,1.266512034735,1.308625363735,8
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_9_Linear_1.fst,1.2815079537350003,0.008358094731629575,1.280916465735,1.2071770149999999,0.06794594000000001,1.266901243735,1.293655872735,9
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_10_Linear_1.fst,1.2945974403350002,0.021091418378265052,1.2860739597350002,1.2174618149999996,0.06850244,1.274223549735,1.3310553007350001,10
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_11_Linear_1.fst,1.2934924311349998,0.006073559317707535,1.2907051842350001,1.219337615,0.06747623999999999,1.286044088735,1.303408645735,11
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_12_Linear_1.fst,1.3311324773350002,0.03027065851017319,1.3195546462349999,1.2454770149999996,0.07352794,1.292571915735,1.367951036735,12
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_13_Linear_1.fst,1.3659820033349999,0.047969546359242485,1.354435708735,1.277790815,0.07802074,1.311960580735,1.449638430735,13
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_14_Linear_1.fst,1.342173865735,0.02804487497935425,1.334997089235,1.259000615,0.07521284000000002,1.3087722967350002,1.386379428735,14
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_15_Linear_1.fst,1.3522737140349999,0.03481032049339424,1.350651459235,1.270412015,0.07532253999999998,1.3180962977350001,1.4415159347350002,15
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_16_Linear_1.fst,1.3407647168350003,0.015473790844039772,1.334475730235,1.2625787149999999,0.07116673999999999,1.327220460735,1.370641647735,16
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_17_Linear_1.fst,1.3952506378349996,0.061368113740403435,1.3785348262350001,1.3085758149999998,0.07776824,1.342966812735,1.527004171735,17
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_18_Linear_1.fst,1.3825966414350002,0.046366120352138565,1.361303133235,1.2989273149999998,0.07609743999999999,1.349745811735,1.493808654735,18
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_19_Linear_1.fst,1.4934537294349999,0.15637974165255245,1.4347628922350002,1.344613815,0.08447534000000001,1.359479104735,1.845086236735,19
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_20_Linear_1.fst,1.4349375165349998,0.018592228948267033,1.4378978567350003,1.342015915,0.07860884,1.4110358147350002,1.4742560367350002,20
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_21_Linear_1.fst,1.4642518186350002,0.05881856604173942,1.4447761847350002,1.360130315,0.08281664,1.424331645735,1.617430532735,21
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_22_Linear_1.fst,1.493119844535,0.03131871269511473,1.488019542235,1.389389515,0.08908074,1.4490711817350002,1.547928927735,22
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_23_Linear_1.fst,1.5080961769350003,0.06638744336544772,1.486993100235,1.3974048149999998,0.08547104,1.465232219735,1.6902386237350002,23
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_24_Linear_1.fst,1.539689413835,0.03932719506212672,1.530985535235,1.430271715,0.09313863999999998,1.493777043735,1.615864751735,24
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_25_Linear_1.fst,1.537853935035,0.022452334339114293,1.534152410235,1.4319348149999995,0.09083024,1.511385620735,1.5767572917350001,25
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_26_Linear_1.fst,1.5279048893350002,0.02430544560557861,1.5276999562350002,1.4297609149999997,0.08404213999999999,1.4870919817350001,1.5611235977350002,26
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_27_Linear_1.fst,1.570679230735,0.027442148425321326,1.567497767735,1.464863615,0.09220744,1.5272504987350002,1.622198280735,27
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_28_Linear_1.fst,1.5878659803350001,0.022966440886975952,1.580491909735,1.4827079149999998,0.09216564000000001,1.559568885735,1.624153143735,28
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_29_Linear_1.fst,1.6196789267350002,0.021130722093679704,1.623600301235,1.5063646149999999,0.09786054000000002,1.587510832735,1.6555464607350001,29
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_30_Linear_1.fst,1.632877627835,0.03418532029334528,1.628480192235,1.5176854149999999,0.09733704000000001,1.5911340547350001,1.691562519735,30
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_31_Linear_1.fst,1.6752625860350001,0.04363397511922705,1.665031356235,1.5526052149999998,0.10042524,1.630859199735,1.777033029735,31
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_32_Linear_1.fst,1.694252708535,0.034719399445905644,1.686685951235,1.5730907149999998,0.09759024000000001,1.636247395735,1.767915244735,32
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_33_Linear_1.fst,1.7517100672350001,0.020956397782360237,1.753629839735,1.6291280149999998,0.10437794,1.708535127735,1.7796271227350002,33
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_34_Linear_1.fst,1.800844523935,0.024826895653714532,1.800767493235,1.6662781150000001,0.10978034,1.749137513735,1.842042615735,34
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_35_Linear_1.fst,1.824946534035,0.03494028994333648,1.815651617235,1.6896314149999996,0.11538844,1.783174906735,1.9027084007350001,35
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_36_Linear_1.fst,1.8438464137350004,0.03284724037382511,1.8303307177350001,1.7087591149999994,0.11760504000000001,1.803879143735,1.891956609735,36
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_37_Linear_1.fst,1.8488619841349998,0.03752795684860077,1.850843978735,1.713836615,0.11947234,1.7880225767350002,1.901465738735,37
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_38_Linear_1.fst,1.8888038612349998,0.021216318901541284,1.882169304235,1.7543035149999997,0.11538714000000001,1.856018508735,1.915484121735,38
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_39_Linear_1.fst,1.906451071435,0.021208700702608056,1.911527125735,1.775059115,0.11480664,1.871300991735,1.933727958735,39
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_40_Linear_1.fst,1.9824938464350002,0.032182570840400465,1.9868680142350001,1.851760715,0.11189883999999999,1.928010431735,2.0347473527349997,40
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_41_Linear_1.fst,2.142867498435,0.1734950234664789,2.0947317372349996,1.935802515,0.12724843999999996,1.993548537735,2.6097048027349996,41
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_42_Linear_1.fst,2.0884797875350003,0.03925702024572961,2.0837948052349997,1.934874315,0.12689064,2.032229904735,2.171148358735,42
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_43_Linear_1.fst,2.088650938235,0.02434754977839726,2.087074568735,1.9439621149999997,0.12650453999999997,2.0492975367349997,2.1177355517349996,43
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_44_Linear_1.fst,2.1225791302349997,0.026094607073127194,2.126809470735,1.9740729149999996,0.12950893999999996,2.0731423687349997,2.157638819735,44
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_45_Linear_1.fst,2.1538515114349996,0.02701922725203726,2.161171782735,2.0115340149999996,0.12327844000000002,2.0902787037349997,2.177654343735,45
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_46_Linear_1.fst,2.2469548236349994,0.02690929966121839,2.2523342077349997,2.100906315,0.12772604,2.206757996735,2.2920432107349997,46
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_47_Linear_1.fst,2.474432141935,0.2447626157925289,2.387886144235,2.220830515,0.14183254,2.226658254735,3.052722930735,47
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_48_Linear_1.fst,2.395945155135,0.0805923758760498,2.3931088067349995,2.217853515,0.13918734,2.2901426747349998,2.571095948735,48
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_49_Linear_1.fst,2.384707099935,0.028947446571554607,2.380130924235,2.221802215,0.13994734,2.327146392735,2.435472086735,49
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_50_Linear_1.fst,2.451129945635,0.02010031239636664,2.4510346657349995,2.2947012149999995,0.13760444,2.419573027735,2.4853261167349996,50
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_51_Linear_1.fst,2.5466436709349995,0.04525936679357654,2.536454884235,2.381867415,0.14030314,2.4954457567349997,2.6434911557349996,51
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_52_Linear_1.fst,2.661711392835,0.17471869262843875,2.6125398267349995,2.436310715,0.14459123999999998,2.469817143735,3.021669400735,52
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_53_Linear_1.fst,2.736252747335,0.12542893995864737,2.715277129735,2.518453615,0.14713384,2.6112414457349997,3.0681533487349997,53
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_54_Linear_1.fst,2.719018535235,0.0502088386811491,2.7173940067349998,2.5431193149999998,0.14547873999999997,2.652054763735,2.807087438735,54
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_55_Linear_1.fst,2.884379455735,0.10182610260575234,2.849435772735,2.6760906149999997,0.15069484,2.791288200735,3.0820664717349997,55
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_56_Linear_1.fst,2.916062295935,0.10708267949444872,2.889723273235,2.677647815,0.15941584,2.7854614287349997,3.113411894735,56
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_57_Linear_1.fst,3.0133953276349996,0.09792337783391616,3.030352943235,2.7515880150000003,0.16637923999999998,2.857930809735,3.1743352207349997,57
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_58_Linear_1.fst,3.123151762135,0.0855644599255337,3.1189638997349998,2.890440515,0.16231794,3.0135302667349997,3.280926620735,58
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_59_Linear_1.fst,3.139520025735,0.18772390731591018,3.061648661735,2.9322928149999994,0.15685133999999998,2.975008892735,3.569461800735,59
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_60_Linear_1.fst,3.278929687535,0.19896273535912043,3.201218565735,3.0431726149999996,0.16426674,3.077766571735,3.693547142735,60
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_61_Linear_1.fst,3.432498304135,0.17690979609957566,3.407185098735,3.1299982149999996,0.17615544,3.212101710735,3.769123083735,61
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_62_Linear_1.fst,3.2634485854349995,0.107436281097135,3.214578181235,3.0854742149999996,0.15205044,3.1922205727349997,3.5075167227349997,62
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_63_Linear_1.fst,3.242332546035,0.022486683151235223,3.240915136235,3.0853843149999998,0.14642404,3.2109373667349996,3.281769404735,63
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_64_Linear_1.fst,3.399305209735,0.12082141030542702,3.369374486735,3.1899362150000004,0.16407584,3.266518593735,3.634362419735,64
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_65_Linear_1.fst,3.5685029759349995,0.1499640711905267,3.496397542735,3.351134115,0.16294614000000002,3.427685621735,3.8136046117349998,65
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_66_Linear_1.fst,3.561828272535,0.02802409644856062,3.560995731235,3.379880215,0.16357724,3.514842258735,3.610874513735,66
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_67_Linear_1.fst,3.6205648399350006,0.03609353431581041,3.604547082235,3.4421522149999992,0.16368934,3.5812640287349997,3.676500730735,67
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_68_Linear_1.fst,3.7188656965350004,0.026074668115334602,3.720600905235,3.532756815,0.16678943999999998,3.6749814267349996,3.753500960735,68
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_69_Linear_1.fst,3.8596047801349997,0.03272359797101218,3.8482018082350002,3.6694711149999995,0.17251053999999996,3.830272993735,3.925366387735,69
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_70_Linear_1.fst,3.9504145942350006,0.08419782715232942,3.911942324235,3.718561315,0.17954884,3.868913204735,4.149431043735,70
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_71_Linear_1.fst,3.989558731335,0.06793765424339132,3.979635031235,3.768626114999999,0.17872784,3.912646125735,4.156021012735001,71
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_72_Linear_1.fst,4.273006857535,0.20169166954319245,4.180107309235,4.014638914999999,0.18405084,4.108093930735,4.752078978735001,72
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_73_Linear_1.fst,4.205680690135002,0.03610213304955579,4.195232192735,3.9998389149999993,0.17874004,4.177639521735,4.300835089735,73
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_74_Linear_1.fst,4.2769360741349995,0.022840798150567602,4.276514065235,4.095313514999999,0.16684574000000002,4.242221768735,4.309789177735,74
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_75_Linear_1.fst,4.373877101235,0.038291537662202516,4.371253911235,4.191027314999999,0.16763193999999998,4.331817572735,4.443882154735,75
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_76_Linear_1.fst,4.424495816635,0.022686421733342524,4.421021424735001,4.233176615,0.17556554000000002,4.385325969735001,4.458583495735001,76
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_77_Linear_1.fst,4.552153363835,0.03531751264319877,4.550357415735,4.370867015,0.16766673999999998,4.497797965735001,4.6195757927350005,77
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_78_Linear_1.fst,4.598568510435,0.029005368005696777,4.594726701235,4.405691114999999,0.17752384000000002,4.560785952735,4.651004295735,78
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_79_Linear_1.fst,4.839367187535001,0.26655869653643866,4.702728372235001,4.603029515,0.18886994,4.674740658735001,5.497865929735,79
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_80_Linear_1.fst,5.012660258135,0.27372419807578285,4.919411840735,4.724923415,0.19470374,4.801573003735,5.705851030735,80
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_81_Linear_1.fst,5.176453914735001,0.2260415964707425,5.060544228735,4.854216615,0.20709413999999998,4.9623863607350005,5.542984808735,81
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_82_Linear_1.fst,5.114998401335,0.022828593717560776,5.114526384735,4.8940510150000005,0.19990123999999998,5.076603021735,5.150814839735,82
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_83_Linear_1.fst,5.449416435335,0.054833329453154944,5.445448729235,5.219372814999999,0.20760094,5.326117771735,5.514608871735001,83
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_84_Linear_1.fst,5.466483072135,0.11622066605921026,5.4346062412350005,5.185846015,0.20608674,5.354408280735,5.746134904735,84
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_85_Linear_1.fst,5.562706476535,0.09477281475856444,5.550123204235001,5.265781215,0.20966794000000002,5.430496096735,5.723922672735,85
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_86_Linear_1.fst,5.704313140735001,0.1041608754642276,5.713991947235,5.399475215,0.21751064000000003,5.533664454735001,5.912378020735001,86
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_87_Linear_1.fst,5.7716128876349995,0.05960415667091428,5.779443631735,5.538880315000001,0.20483353999999995,5.679908756735,5.8536192677350005,87
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_88_Linear_1.fst,5.868888753135001,0.038680420583847026,5.868774146235,5.650167515000001,0.20029903999999998,5.8107426627350005,5.914028164735,88
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_89_Linear_1.fst,5.930477807634999,0.06929163348667101,5.902584545735,5.714802314999999,0.20088624,5.886044602735001,6.099892168735,89
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_90_Linear_1.fst,6.257344323735,0.23523375292827972,6.255833649235,5.881543015,0.22384674,6.047035291735,6.845790954735,90
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_91_Linear_1.fst,6.162627966835,0.08140600406942151,6.137901737735,5.918386515,0.20814583999999997,6.074777405735,6.272941020735,91
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_92_Linear_1.fst,6.397520263435,0.0773244826438629,6.373215512235,6.133448915,0.21620884,6.284631228735,6.5231928397350005,92
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_93_Linear_1.fst,6.600950186235001,0.0548125408744521,6.596142260235,6.356117214999999,0.21814063999999997,6.513421547735001,6.685697085735001,93
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_94_Linear_1.fst,6.975383406234999,0.3212227822635035,6.926885289235001,6.599515915,0.24523224000000005,6.556881850735,7.550838140735,94
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_95_Linear_1.fst,6.862855258234999,0.05538749797214268,6.871669281235,6.600362615,0.23047344,6.781364574735,6.965161817735001,95
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_96_Linear_1.fst,7.009480385935001,0.032976562783917245,7.0058243057350005,6.734109214999999,0.24744143999999996,6.964062300735001,7.045722191735,96
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_97_Linear_1.fst,7.169924655135001,0.08703053422171762,7.156853862235,6.875469115,0.24722434,7.072174512735001,7.368629957735,97
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_98_Linear_1.fst,7.254037134534999,0.06513653087323862,7.247800020735,6.986177815,0.24008974000000002,7.176661477735,7.388201482735,98
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_99_Linear_1.fst,7.862366080135,0.13400326069091278,7.896253088735,7.399856814999998,0.27051724,7.6689239517350005,8.041523808734999,99
fstar.exe --fuel 101 --ifuel 2 --z3rlimit 300 --include src bench/Random_100_Linear_1.fst,7.7939302341899985,0.05734332803103077,7.802760664989999,7.494053869999999,0.26280241499999996,7.69045160549,7.89952556849,100
